,date,author,text,title,stars,location,url,language
29,2022-05-17,C H,"Ich rate dringend von einer Zahnkorrektur mit PlusDental ab.

Zunächst möchte ich mich anderen Rezensionen anschließen und darauf hinweisen, dass sich die positiven Rezensionen fast ausschließlich auf die Voruntersuchung und Erstellung des Behandlungsplans beziehen. NICHT jedoch auf die eigentliche Behandlung bzw. das abschließende Ergebnis.
Die Terminabsprache und der 3D Scan waren unkompliziert. Es musste eine ASR durchgeführt werden, diese hatte leider beim behandelnden Zahnarzt in Hannover kein ästhetisches Ergebnis (der entsprechende Zahn sieht nun unnatürlich aus). 8 Wochen diszipliniertes Tragen der Schienen führte bei mir leider nicht zum gewünschten Ergebnis. Und dann wird es kompliziert. Auf einmal reagiert PlusDental nicht mehr so zügig wie zu Beginn auf Anfragen und Probleme. Der ganze Prozess zieht sich ewig dahin. Bis ich mit dem Refinement weiter machen konnte, waren über 3 Monate vergangen. Und das Ärgerlichste ist, dass das gewünschte Ergebnis danach immer noch nicht erreicht ist. Ich habe mittlerweile keine Lust auf weitere 8 Wochen Schienen, nach denen vielleicht aber vielleicht auch nicht das angestrebte Ergebnis des 3D Modells erreicht wird. 22h am Tag Zahnschienen zutragen und derweil nichts Essen können ist nicht leicht. Daher habe ich eine anteilige Rückerstattung der Kosten gefordert, natürlich ohne Erfolg.

Mein Fazit: Zahnzusatzversicherung abschließen, dann zum Zahnarzt und einen Behandlungsplan erstellen lassen. Die Behandlung mit PlusDental kostet aufgrund der mangelhaften Kommunikation und fehlenden Begleitung durch eine:n Zahnarzt/Zahnärztin viel Zeit und Nerven und führt dabei nicht unbedingt zum gewünschten Ergebnis.",Ich date dringend von PlusDental ab,1,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,de
30,2022-05-17,T Leuschi,"Die Praxis liegt in einem gepflegten Bürohaus nahe der Wilmersdorfer Straße in Berlin. Die Praxis ist gepflegt und modern ausgestattet. Die Mitarbeiter und Mitarbeiterinnen sind sehr freundlich und kompetent. 
Ich hatte das Gefühl in guten Händen zu sein. Der Ablauf war gut durchgetaktet. Es gab keine unnötigen Wartezeiten.",3d Scan und Aufklärungsgespräch,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,de
31,2022-05-17,Ayad Semo,Freundliche Mitarbeiter:),Freundliche Mitarbeiter:),5,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,de
32,2022-05-17,Michelle Mengi,Es war sehr gut. Wir mussten nicht lange warten zudem wurden wir professionell beraten. Nur zu empfehlen.,Es war sehr gut,4,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,de
33,2022-05-18,Bastian,"Mein Erstgespräch war sehr informativ und bestand aus einer Beratung, einer ärztlichen Untersuchung, Bildern und einer Röntgenaufnahme. Der zweite Termin zur Vorstellung des Plans wird per Telefon abgehalten.",Mein Erstgespräch war sehr informativ…,4,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,de
34,2022-05-18,زيكو مشكلة,War wirklich sehr gut,War wirklich sehr gut,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,de
35,2022-05-18,M. E.,"Gute Erfahrung gemacht. Zähne sehen super aus und sehr zufrieden mit dem Endresultat.
Schienen passen super und Behandlung komplett Schmerzfrei. Lediglich ein leichter Druck bei neuen Schienen am ersten Tag. 
Kleiner Minuspunkt, die Schienen brechen sehr leicht, man muss also sehr vorsichtig damit sein.
Kundenservice okay, hätte mir etwas mehr Betreuung gewünscht.","Tolle Schienen, tolles Resultat.",4,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,de
36,2022-05-18,Mouna Dardour,"Das erstemal als ich bei PlusDental war, hatte es mir leider nicht so gefallen, dass Personal kam mir arrogant vor und so hatte man mich dann auch dort behandelt. 1 Jahr später bin ich wieder hin, aber in eine andere Praxis und dort wurde ich richtig freundlich behandelt hab mich direkt Wohlgefühlt",Praxis,3,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,de
37,2022-05-18,EB,Sehr freundlich und professionell bei der Beratung!,Sehr freundlich und professionell bei…,5,AT,https://www.trustpilot.com/review/plusdental.de?languages=de&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,de
38,2022-05-19,Viktoria Kyzner,"Die Zahnarztpraxis in Würzburg war super, man wurde mehrmals an den Termin vorher von PlusDental erinnert, nach dem Gespräch würde auch direkt Kontakt aufgenommen wie es weiter geht und als der Behandlungsplan fertig war, wurde man direkt angerufen um das weitere Vorgehen zu besprechen. Super Service!!",Erfahrung mit PlusDental,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,de
39,2022-05-19,Heinrich Berger,Bisher wurde ein 3D Scan meiner Zähne angefertigt. Ging schnell und einfach,Bisher wurde ein 3D Scan meiner Zähne…,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=3&stars=1&stars=2&stars=3&stars=4&stars=5,de
40,2022-05-12,Erkan Jusufi,Sehr freundlich und gute Beratung könnte es nur weiter empfehlen 👍,Sehr freundlich und gute Beratung…,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,de
41,2022-05-13,Andreea,Sehr zufrieden damit gewesen .  Das Personal vom Praxis (Scannen von den Zähnen ) war sehr freundlich und kompetent gewesen. Sehr zu empfehlen,Sehr zufrieden damit gewesen,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,de
42,2022-05-13,Cyndia,Super uncomplicated and friendly service.,Super uncomplicated and friendly…,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,de
43,2022-05-13,M.,"Nette Ärzte in den Standorten, Kommunikation mit PlusDental teilweise sehr schwierig- telefonisch nie erreichbar, auf Mails wird erst nach Wochen geantwortet. 
Aber sonst rundum zufrieden, das tragen der Schienen zeigt eine Besserung, sie sind stabil und gut verarbeitet.",gute Alternative,4,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,de
44,2022-05-13,M. E.,"Behandlung hat gut geklappt, leider etwas verzögert weil die Spange länger getragen werden mussten wie berechnet. Sprangen und Set sind hochwertig und einfach zu bedienen. Meine Schmerzen während der Behandlung. Leider sind einige Spangen nach einer gewissen Zeit gerissen. Man muss wirklich sehr sorgfältig mit ihnen umgehen.
Service soweit ganz gut, hätte mir ein bisschen mehr Betreuung / Feedback während der Behandlung gewünscht.
Alles in allem gut und sehr zufrieden mit dem Ergebnis.",Behandlung hat gut geklappt,4,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,de
45,2022-05-13,Simona Kocevska,"Sehr gute Erfahrung
Der ganze Prozess ist super einfach und schnell, ich bin sehr zufrieden mit Ihrer Professionalität.",Sehr gute Erfahrung,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,de
46,2022-05-13,Saurav Chauhan,"Ich hatte eine großartige Beratung in der Plus Zahnklinik und sie haben Fotos und Scans von meinen Zähnen gemacht, um einen Behandlungsplan zu erstellen. Ich kann mir dann ansehen, ob das in mein Budget passt und ob das für mich in Ordnung ist. Die Bequemlichkeit der App und der Prozess werden durch einen Partner vereinfacht, mit dem ich per E-Mail in Kontakt bleibe.",Ich hatte eine großartige Beratung in…,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,de
47,2022-05-14,Ane,"Ich kann es nicht empfehlen. Sobald man ein Kunde ist, wird man ignoriert. Mein Zahnarzt meinte, meine Behandlung würde als einfach eingestuft werden, und das war es nicht. Es hat fast tausend Euro mehr kostet.  Ich nahm trotzdem an, weil ich dachte, dass es wie versprochen in 12 Wochen fertig sein würde.  Meine Behandlung sollte im März erledigt sein, wir sind im Mai und ich warte immer noch auf die neuen Schienen, da ich bei Schienen Nummer 4 (4 von 6) aufhören musste. Die Behandlung  hat nicht wie geplant funktioniert. 
Bevor ich Kunde wurde, haben sie mich sogar angerufen, jetzt kümmern sie sich nicht einmal darum.  Mir wurde gesagt, dass die neue Schiene zwischen 7-14 Tagen hier sein würde, und jetzt wurde mir gesagt, dass sie noch produziert werden. Seit Februar trage ich die gleiche Schienen, beide sind Kaputt und nein, niemand hat mir neuen Schienen geschickt. Die Schienen sind sehr zerbrechlich. Ich kann es nicht empfehlen. 

Geld-Zurück Garantie existiert nicht, man muss alles akzeptieren. Meine Behandlung wird wahrscheinlich ewig dauern und ich kann mich nicht beschweren?!!! Ich sollte einfach warten?! Ich will mein Geld zurück und nie wieder Schienen benutzen.  Bis Plus Dental die neuen Schienen schicken, wird meine Behandlung ca. 8 Monate dauern, statt 3 Monate! Nein, dafür habe ich nicht unterschrieben.  Den ganzen Tag die Schienen zu benutzen ist eine Belästigung und ich will sie nicht ewig benutzen, nur weil ich für die Firma nicht mehr Priorität habe. 

Also, für Bestandskunden am 12.06.2022 (ich):

""Wir haben leider seit einer Weile einen erhöhten Krankenstand, zudem auch eine erhöhte Nachfrage. Deshalb kommt es zu verspäteten Nachrichten, da wir diese immer bestmöglich beantworten möchten."" 

für potenzielle Neukunden (ein anderes E-Mail-Konto  hat es heute 16.06.2022 bekommt):

""Wir haben tolle Neuigkeiten! Aufgrund von frei gewordenen Produktionskapazitäten können wir Ihnen kurzfristig einen spektakulären Rabatt von bis zu 800 € auf Ihre unsichtbare PlusDental-Zahnkorrektur anbieten.""

Als Kunde kann ich diese Firma nicht weiterempfehlen.

P.S.: Warum fragen sie nach meiner E-Mail, wenn es nicht erlaubt ist, sie in der Bewertung zu teilen?

P.S.2: Am 16.05 habe ich diese Nachricht bekommt:
""es ist so weit – Ihre PlusDental-Zahnschienen sind versandt worden und werden in Kürze eintreffen.""

Heute 18.05 habe ich DHL angerufen und mir wurde gesagt, dass Plus Dental das Paket nur angekündigt hat und DHL es nicht hat. ...Sie nehmen sich Zeit.

Heute 19:00: die neue Schiene sind endlich hier. Absender: SunshineSmile . Es scheint, als DHL hat es, nach ich angerufen habe, gestern bekommt.

Ich werde hier wieder Update, sobald meine Behandlung fertig ist.",Ich kann es nicht weiterempfehlen,1,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,de
48,2022-05-14,Tevfik,"Tolle Patientenberatung
keine Wartezeit, ständiger Ansprechpartner vor und nach der Behandlung und eine übersichtlicher Ablauf der Behandlungsfolge",Tolle Patientenberatung,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,de
49,2022-05-14,Arman,Gute Beratung,Gute Beratung,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,de
50,2022-05-14,Dr Katja Jung-Morjan,LOVE MY NEW SMILE 😬🥰,LOVE MY NEW SMILE 😬🥰,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,de
51,2022-05-14,haji kosta,"Nette Team, beim Beratung haben gut erklärt 😍😍",Nette Team,4,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,de
52,2022-05-15,mfarina,Schnell einen Termin in einer tollen Zahnarztpraxis bekommen :) gute Beratung nun bin ich gespannt wie es weiter geht. Bisher gute Erfahrung durch angenehmen Ablauf der Terminbuchung und follow up.,Schnell einen Termin in einer tollen…,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,de
53,2022-05-16,Kira Lisa,"Leider bin ich sehr enttäuscht von PLUS dental, sie sind sehr schlecht organisiert , der Service ist schlecht, niemand weiß Bescheid und niemand ist zuständig... ich habe meine Behandlung bereits komplett bezahlt über 2500 €. Meine ersten schienen wurden aber von der Zahnärztin von PLUS dental selbst beschädigt, und seit ca 3 Wochen warte ich auf PLUS dental und bekomme einfach keine Antwort oder Rückmeldung wann die neuen Schienen ankommen, und ich kann meine Behandlung immer noch nicht starten. Ich hatte ihm Januar den ersten Termin bei PLUS dental und jetzt haben wir Mai und ich kann meine Behandlung immer noch nicht starten, das ist echt so unglaublich, wie kann man nur als so eine große Firma so unorganisiert und chaotisch sein?, vor allen Dingen geht es ja um meine Gesundheit...
Also leider nicht zu empfehlen",Leider bin ich sehr enttäuscht von PLUS…,1,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,de
54,2022-05-16,Larissa,"Super zufrieden. Eine tolle Praxis, sehr nettes Personal und der Ablauf war schnell und unkompliziert. Die 3D-Abdrücke waren nicht unangenehm und gingen schnell. Keine langen Wartezeiten und eine super Aufklärung.",Super zufrieden,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,de
55,2022-05-16,Sibel Elagöz,Sehr zuvorkommend. Man hat mich schon vorher an den Termin erinnert. Msn fühlt sich gut aufgehoben🙏,Sehr zuvorkommend,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,de
56,2022-05-16,Metaxia Krapi,It was all very nice. The staff ( Anna ) was friendly and also very careful. Thanks!!!,Super 👍🏾,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,de
57,2022-05-16,Marcel Franke,"Tolle und professionelle Behandlung.

Alles topp und absolut erfüllte Erwartungen.",Tolle und professionelle Behandlung.,4,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,de
58,2022-05-16,Denis Kirov,"Also es ist alles perfekt gelaufen heute war ich in der termin bei ASR war alles super der artz hat mir alles erklärt wie mann die schienen benutzen muss und habe ich die schiene anprobiert hat gepasst aber ganz erlich das ist nicht so einfach mit dem schienen habe ich das gefühlt sofort gemerk muss ich echt richtig aufpassen,habe so weit alles verstanden um zwar habe ich bei der artz gesagt dass ich die schienen nach 2 bis 3 tage anfangen zum tragen weil meine mandel sind zu dick und habe bisschen husten und so aber wie gesagt weis ich schon so weit wie ich klar kommen soll!",Also es ist alles perfekt gelaufen…,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,de
59,2022-05-16,Björn K.,Hat alles ohne Probleme und reibungslos geklappt. Schnell einen Termin bekommen und ausführlich beraten worden.,Hat alles ohne Probleme und reibungslos…,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=4&stars=1&stars=2&stars=3&stars=4&stars=5,de
60,2022-05-10,Moonis Ahmad,Very Good and nice doctor 👌🏻,Very Good and nice doctor 👌🏻,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,de
61,2022-05-10,Erkan Jusufi,Sehr nette Beratung die mit Arbeiter sind sehr freundlich ich könnte es nur weiter entwelen,Sehr nette Beratung die mit Arbeiter…,5,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,de
62,2022-05-10,Jasmin Wendler,"Kleine Praxis, sauber nette Ärztin aber etwas grober in der Handhabung mit dem 3d Scanner im Mund",Nett,3,DE,https://www.trustpilot.com/review/plusdental.de?languages=de&page=5&stars=1&stars=2&stars=3&stars=4&stars=5,de
